Crash ID,State,Month,Year,Dayweek,Time,Crash_Type,Number_of_Fatalities,Bus_Involvement,Rigid_Truck_Involvement,Articulated_Truck_Involvement ,Speed_Limit,National_Remoteness_Region,SA4_Name_2016,LGA_Name_2017,National_Road_Type,Christmas_Period,Easter_Period
20176032,TAS,November,2017,Monday,22:05,Single vehicle,1,No,No,No,100,Inner Regional Australia,Launceston and North East,Meander Valley (M),Arterial Road,No,No
20176005,TAS,October,2017,Wednesday,07:13,Multiple vehicle,1,No,No,Yes,70,Inner Regional Australia,Hobart,Hobart (C),National Or State Highway,No,No
20176012,TAS,October,2017,Sunday,12:15,Single vehicle,1,No,No,No,100,Outer Regional Australia,West and North West,Latrobe (M) (Tas.),Arterial Road,No,No
20176019,TAS,October,2017,Monday,09:10,Pedestrian,1,No,No,No,50,Inner Regional Australia,Launceston and North East,Launceston (C),Arterial Road,No,No
20176030,TAS,October,2017,Friday,12:15,Single vehicle,1,No,No,No,100,Remote Australia,West and North West,West Coast (M),Local Road,No,No
20176013,TAS,September,2017,Sunday,17:52,Multiple vehicle,1,No,No,No,60,Outer Regional Australia,West and North West,Central Coast (M) (Tas.),Collector Road,No,No
20176028,TAS,September,2017,Tuesday,08:07,Multiple vehicle,1,No,Yes,No,90,Outer Regional Australia,West and North West,Latrobe (M) (Tas.),National Or State Highway,No,No
20176008,TAS,August,2017,Monday,21:29,Pedestrian,1,No,No,No,100,Outer Regional Australia,Launceston and North East,Northern Midlands (M),Sub-Arterial Road,No,No
20176024,TAS,August,2017,Tuesday,15:17,Multiple vehicle,1,No,No,No,110,Outer Regional Australia,West and North West,Central Coast (M) (Tas.),Collector Road,No,No
20176014,TAS,July,2017,Friday,23:34,Single vehicle,1,No,No,No,100,Outer Regional Australia,Launceston and North East,Northern Midlands (M),Arterial Road,No,No
20176023,TAS,July,2017,Friday,13:41,Single vehicle,1,No,No,No,60,Inner Regional Australia,Hobart,Hobart (C),Collector Road,No,No
20176025,TAS,July,2017,Saturday,06:13,Single vehicle,1,No,No,No,70,Inner Regional Australia,Hobart,Brighton (M),Collector Road,No,No
20176001,TAS,June,2017,Sunday,19:10,Multiple vehicle,1,No,Yes,No,50,Inner Regional Australia,Hobart,Clarence (C),Local Road,No,No
20176006,TAS,June,2017,Friday,08:30,Multiple vehicle,1,No,No,Yes,60,Outer Regional Australia,South East,Derwent Valley (M),Sub-Arterial Road,No,No
20176015,TAS,June,2017,Thursday,21:00,Multiple vehicle,1,No,No,No,50,Inner Regional Australia,Hobart,Hobart (C),Local Road,No,No
20176021,TAS,June,2017,Sunday,08:07,Single vehicle,1,No,No,No,110,Inner Regional Australia,Launceston and North East,Launceston (C),National Or State Highway,No,No
20176029,TAS,June,2017,Thursday,09:20,Multiple vehicle,1,Yes,No,No,60,Inner Regional Australia,Launceston and North East,Launceston (C),Sub-Arterial Road,No,No
20176009,TAS,May,2017,Tuesday,09:30,Multiple vehicle,1,No,No,No,80,Inner Regional Australia,Hobart,Derwent Valley (M),National Or State Highway,No,No
20176011,TAS,May,2017,Sunday,17:35,Multiple vehicle,2,No,No,No,80,Inner Regional Australia,Hobart,Clarence (C),Sub-Arterial Road,No,No
20176017,TAS,May,2017,Friday,20:30,Single vehicle,1,No,No,No,100,Outer Regional Australia,Launceston and North East,Meander Valley (M),Local Road,No,No
20176027,TAS,May,2017,Saturday,14:30,Multiple vehicle,1,No,No,No,100,Inner Regional Australia,Launceston and North East,Launceston (C),Arterial Road,No,No
20176033,TAS,April,2017,Sunday,22:48,Single vehicle,1,No,No,No,50,Inner Regional Australia,Hobart,Brighton (M),Collector Road,No,No
20176002,TAS,March,2017,Thursday,11:29,Single vehicle,1,No,No,No,50,Inner Regional Australia,Launceston and North East,West Tamar (M),Local Road,No,No
20176007,TAS,March,2017,Saturday,13:20,Multiple vehicle,1,No,No,No,100,Remote Australia,West and North West,West Coast (M),Arterial Road,No,No
20176020,TAS,February,2017,Monday,13:50,Multiple vehicle,1,No,Yes,No,100,Outer Regional Australia,Launceston and North East,Break O'Day (M),Arterial Road,No,No
20176018,TAS,January,2017,Friday,19:00,Single vehicle,1,No,No,No,100,Outer Regional Australia,Launceston and North East,Northern Midlands (M),Arterial Road,No,No
20176031,TAS,January,2017,Friday,16:10,Multiple vehicle,1,No,No,No,60,Inner Regional Australia,Hobart,Hobart (C),Sub-Arterial Road,No,No
20178004,ACT,November,2017,Wednesday,21:37,Single vehicle,1,No,No,No,100,Inner Regional Australia,Australian Capital Territory,Unincorporated ACT,Collector Road,No,No
20178003,ACT,May,2017,Wednesday,11:55,Multiple vehicle,1,No,No,No,80,Major Cities of Australia,Australian Capital Territory,Unincorporated ACT,Collector Road,No,No
20178005,ACT,March,2017,Friday,06:25,Multiple vehicle,1,No,No,No,100,Inner Regional Australia,Australian Capital Territory,Unincorporated ACT,National Or State Highway,No,No
20178002,ACT,February,2017,Monday,12:15,Multiple vehicle,1,No,No,No,60,Major Cities of Australia,Australian Capital Territory,Unincorporated ACT,Local Road,No,No
